region_2,carrier_1,timestep_2,technology_1,technology_2,parameter,value
occidental,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
occidental,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
occidental,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
occidental,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
occidental,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
ohio,mobilityFreight,2015,frtRail,frtRailFossil,genLow,18396
ohio,mobilityFreight,2020,frtRail,frtRailFossil,genLow,18396
ohio,mobilityFreight,2025,frtRail,frtRailFossil,genLow,15768
ohio,mobilityFreight,2030,frtRail,frtRailFossil,genLow,10512
ohio,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
ohio,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
ohio,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
ohio,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
oklahoma,mobilityFreight,2015,frtRail,frtRailFossil,genLow,13140
oklahoma,mobilityFreight,2020,frtRail,frtRailFossil,genLow,15768
oklahoma,mobilityFreight,2025,frtRail,frtRailFossil,genLow,13140
oklahoma,mobilityFreight,2030,frtRail,frtRailFossil,genLow,7884
oklahoma,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
oklahoma,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
oklahoma,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
oklahoma,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
oregon,mobilityFreight,2015,frtRail,frtRailFossil,genLow,7884
oregon,mobilityFreight,2020,frtRail,frtRailFossil,genLow,7884
oregon,mobilityFreight,2025,frtRail,frtRailFossil,genLow,5256
oregon,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
oregon,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
oregon,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
oregon,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
oregon,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
oriental,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
peninsular,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
pennsylvania,mobilityFreight,2015,frtRail,frtRailFossil,genLow,23652
pennsylvania,mobilityFreight,2020,frtRail,frtRailFossil,genLow,26280
pennsylvania,mobilityFreight,2025,frtRail,frtRailFossil,genLow,21024
pennsylvania,mobilityFreight,2030,frtRail,frtRailFossil,genLow,15768
pennsylvania,mobilityFreight,2035,frtRail,frtRailFossil,genLow,7884
pennsylvania,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
pennsylvania,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
pennsylvania,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
rhodeIsland,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
southCarolina,mobilityFreight,2015,frtRail,frtRailFossil,genLow,7884
southCarolina,mobilityFreight,2020,frtRail,frtRailFossil,genLow,10512
southCarolina,mobilityFreight,2025,frtRail,frtRailFossil,genLow,7884
southCarolina,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
southCarolina,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
southCarolina,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
southCarolina,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
southCarolina,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
southDakota,mobilityFreight,2015,frtRail,frtRailFossil,genLow,5256
southDakota,mobilityFreight,2020,frtRail,frtRailFossil,genLow,5256
southDakota,mobilityFreight,2025,frtRail,frtRailFossil,genLow,5256
southDakota,mobilityFreight,2030,frtRail,frtRailFossil,genLow,2628
southDakota,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
southDakota,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
southDakota,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
southDakota,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
tennessee,mobilityFreight,2015,frtRail,frtRailFossil,genLow,7884
tennessee,mobilityFreight,2020,frtRail,frtRailFossil,genLow,7884
tennessee,mobilityFreight,2025,frtRail,frtRailFossil,genLow,7884
tennessee,mobilityFreight,2030,frtRail,frtRailFossil,genLow,5256
tennessee,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
tennessee,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
tennessee,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
tennessee,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
texas,mobilityFreight,2015,frtRail,frtRailFossil,genLow,115632
texas,mobilityFreight,2020,frtRail,frtRailFossil,genLow,128772
texas,mobilityFreight,2025,frtRail,frtRailFossil,genLow,102492
texas,mobilityFreight,2030,frtRail,frtRailFossil,genLow,73584
texas,mobilityFreight,2035,frtRail,frtRailFossil,genLow,36792
texas,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
texas,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
texas,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
utah,mobilityFreight,2015,frtRail,frtRailFossil,genLow,5256
utah,mobilityFreight,2020,frtRail,frtRailFossil,genLow,5256
utah,mobilityFreight,2025,frtRail,frtRailFossil,genLow,2628
utah,mobilityFreight,2030,frtRail,frtRailFossil,genLow,2628
utah,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
utah,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
utah,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
utah,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2015,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2020,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2025,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2030,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2035,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
vermont,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
virginia,mobilityFreight,2015,frtRail,frtRailFossil,genLow,13140
virginia,mobilityFreight,2020,frtRail,frtRailFossil,genLow,13140
virginia,mobilityFreight,2025,frtRail,frtRailFossil,genLow,10512
virginia,mobilityFreight,2030,frtRail,frtRailFossil,genLow,7884
virginia,mobilityFreight,2035,frtRail,frtRailFossil,genLow,2628
virginia,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
virginia,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
virginia,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
washington,mobilityFreight,2015,frtRail,frtRailFossil,genLow,21024
washington,mobilityFreight,2020,frtRail,frtRailFossil,genLow,23652
washington,mobilityFreight,2025,frtRail,frtRailFossil,genLow,18396
washington,mobilityFreight,2030,frtRail,frtRailFossil,genLow,13140
washington,mobilityFreight,2035,frtRail,frtRailFossil,genLow,7884
washington,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
washington,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
washington,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
westVirginia,mobilityFreight,2015,frtRail,frtRailFossil,genLow,18396
westVirginia,mobilityFreight,2020,frtRail,frtRailFossil,genLow,21024
westVirginia,mobilityFreight,2025,frtRail,frtRailFossil,genLow,18396
westVirginia,mobilityFreight,2030,frtRail,frtRailFossil,genLow,13140
westVirginia,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
westVirginia,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
westVirginia,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
westVirginia,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
wisconsin,mobilityFreight,2015,frtRail,frtRailFossil,genLow,18396
wisconsin,mobilityFreight,2020,frtRail,frtRailFossil,genLow,21024
wisconsin,mobilityFreight,2025,frtRail,frtRailFossil,genLow,15768
wisconsin,mobilityFreight,2030,frtRail,frtRailFossil,genLow,10512
wisconsin,mobilityFreight,2035,frtRail,frtRailFossil,genLow,5256
wisconsin,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
wisconsin,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
wisconsin,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
wyoming,mobilityFreight,2015,frtRail,frtRailFossil,genLow,155052
wyoming,mobilityFreight,2020,frtRail,frtRailFossil,genLow,168192
wyoming,mobilityFreight,2025,frtRail,frtRailFossil,genLow,139284
wyoming,mobilityFreight,2030,frtRail,frtRailFossil,genLow,102492
wyoming,mobilityFreight,2035,frtRail,frtRailFossil,genLow,55188
wyoming,mobilityFreight,2040,frtRail,frtRailFossil,genLow,0
wyoming,mobilityFreight,2045,frtRail,frtRailFossil,genLow,0
wyoming,mobilityFreight,2050,frtRail,frtRailFossil,genLow,0
alabama,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
alabama,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
alabama,mobilityFreight,2025,frtRail,frtRailRe,genLow,1226.4
alabama,mobilityFreight,2030,frtRail,frtRailRe,genLow,2978.4
alabama,mobilityFreight,2035,frtRail,frtRailRe,genLow,4905.6
alabama,mobilityFreight,2040,frtRail,frtRailRe,genLow,14892
alabama,mobilityFreight,2045,frtRail,frtRailRe,genLow,20323.2
alabama,mobilityFreight,2050,frtRail,frtRailRe,genLow,26805.6
alaska,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
alaska,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
alaska,mobilityFreight,2025,frtRail,frtRailRe,genLow,0
alaska,mobilityFreight,2030,frtRail,frtRailRe,genLow,0
alaska,mobilityFreight,2035,frtRail,frtRailRe,genLow,0
alaska,mobilityFreight,2040,frtRail,frtRailRe,genLow,0
alaska,mobilityFreight,2045,frtRail,frtRailRe,genLow,175.2
alaska,mobilityFreight,2050,frtRail,frtRailRe,genLow,175.2
arizona,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
arizona,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
arizona,mobilityFreight,2025,frtRail,frtRailRe,genLow,525.6
arizona,mobilityFreight,2030,frtRail,frtRailRe,genLow,1401.6
arizona,mobilityFreight,2035,frtRail,frtRailRe,genLow,2277.6
arizona,mobilityFreight,2040,frtRail,frtRailRe,genLow,7183.2
arizona,mobilityFreight,2045,frtRail,frtRailRe,genLow,9811.2
arizona,mobilityFreight,2050,frtRail,frtRailRe,genLow,12964.8
arkansas,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
arkansas,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
arkansas,mobilityFreight,2025,frtRail,frtRailRe,genLow,700.8
arkansas,mobilityFreight,2030,frtRail,frtRailRe,genLow,1576.8
arkansas,mobilityFreight,2035,frtRail,frtRailRe,genLow,2628
arkansas,mobilityFreight,2040,frtRail,frtRailRe,genLow,8234.4
arkansas,mobilityFreight,2045,frtRail,frtRailRe,genLow,11212.8
arkansas,mobilityFreight,2050,frtRail,frtRailRe,genLow,14892
bajaCalifornia,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
bajaCalifornia,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
bajaCalifornia,mobilityFreight,2025,frtRail,frtRailRe,genLow,0
bajaCalifornia,mobilityFreight,2030,frtRail,frtRailRe,genLow,0
bajaCalifornia,mobilityFreight,2035,frtRail,frtRailRe,genLow,0
bajaCalifornia,mobilityFreight,2040,frtRail,frtRailRe,genLow,0
bajaCalifornia,mobilityFreight,2045,frtRail,frtRailRe,genLow,0
bajaCalifornia,mobilityFreight,2050,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2025,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2030,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2035,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2040,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2045,frtRail,frtRailRe,genLow,0
bajaCaliforniaSur,mobilityFreight,2050,frtRail,frtRailRe,genLow,0
california,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
california,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
california,mobilityFreight,2025,frtRail,frtRailRe,genLow,3679.2
california,mobilityFreight,2030,frtRail,frtRailRe,genLow,8584.8
california,mobilityFreight,2035,frtRail,frtRailRe,genLow,14366.4
california,mobilityFreight,2040,frtRail,frtRailRe,genLow,42048
california,mobilityFreight,2045,frtRail,frtRailRe,genLow,57991.2
california,mobilityFreight,2050,frtRail,frtRailRe,genLow,76387.2
canada_,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
canada_,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
canada_,mobilityFreight,2025,frtRail,frtRailRe,genLow,5080.8
canada_,mobilityFreight,2030,frtRail,frtRailRe,genLow,11388
canada_,mobilityFreight,2035,frtRail,frtRailRe,genLow,18921.6
canada_,mobilityFreight,2040,frtRail,frtRailRe,genLow,55538.4
canada_,mobilityFreight,2045,frtRail,frtRailRe,genLow,76562.4
canada_,mobilityFreight,2050,frtRail,frtRailRe,genLow,100740
central,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
central,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
central,mobilityFreight,2025,frtRail,frtRailRe,genLow,0
central,mobilityFreight,2030,frtRail,frtRailRe,genLow,175.2
central,mobilityFreight,2035,frtRail,frtRailRe,genLow,350.4
central,mobilityFreight,2040,frtRail,frtRailRe,genLow,1051.2
central,mobilityFreight,2045,frtRail,frtRailRe,genLow,1401.6
central,mobilityFreight,2050,frtRail,frtRailRe,genLow,2102.4
colorado,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
colorado,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
colorado,mobilityFreight,2025,frtRail,frtRailRe,genLow,876
colorado,mobilityFreight,2030,frtRail,frtRailRe,genLow,2102.4
colorado,mobilityFreight,2035,frtRail,frtRailRe,genLow,3504
colorado,mobilityFreight,2040,frtRail,frtRailRe,genLow,10336.8
colorado,mobilityFreight,2045,frtRail,frtRailRe,genLow,14366.4
colorado,mobilityFreight,2050,frtRail,frtRailRe,genLow,18921.6
connecticut,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
connecticut,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
connecticut,mobilityFreight,2025,frtRail,frtRailRe,genLow,175.2
connecticut,mobilityFreight,2030,frtRail,frtRailRe,genLow,350.4
connecticut,mobilityFreight,2035,frtRail,frtRailRe,genLow,700.8
connecticut,mobilityFreight,2040,frtRail,frtRailRe,genLow,2102.4
connecticut,mobilityFreight,2045,frtRail,frtRailRe,genLow,2803.2
connecticut,mobilityFreight,2050,frtRail,frtRailRe,genLow,3854.4
delaware,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
delaware,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
delaware,mobilityFreight,2025,frtRail,frtRailRe,genLow,0
delaware,mobilityFreight,2030,frtRail,frtRailRe,genLow,350.4
delaware,mobilityFreight,2035,frtRail,frtRailRe,genLow,525.6
delaware,mobilityFreight,2040,frtRail,frtRailRe,genLow,1576.8
delaware,mobilityFreight,2045,frtRail,frtRailRe,genLow,2277.6
delaware,mobilityFreight,2050,frtRail,frtRailRe,genLow,2978.4
florida,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
florida,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
florida,mobilityFreight,2025,frtRail,frtRailRe,genLow,1226.4
florida,mobilityFreight,2030,frtRail,frtRailRe,genLow,2978.4
florida,mobilityFreight,2035,frtRail,frtRailRe,genLow,4905.6
florida,mobilityFreight,2040,frtRail,frtRailRe,genLow,14892
florida,mobilityFreight,2045,frtRail,frtRailRe,genLow,20323.2
florida,mobilityFreight,2050,frtRail,frtRailRe,genLow,26980.8
georgia,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
georgia,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
georgia,mobilityFreight,2025,frtRail,frtRailRe,genLow,1576.8
georgia,mobilityFreight,2030,frtRail,frtRailRe,genLow,3679.2
georgia,mobilityFreight,2035,frtRail,frtRailRe,genLow,6307.2
georgia,mobilityFreight,2040,frtRail,frtRailRe,genLow,18571.2
georgia,mobilityFreight,2045,frtRail,frtRailRe,genLow,25579.2
georgia,mobilityFreight,2050,frtRail,frtRailRe,genLow,33813.6
idaho,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
idaho,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
idaho,mobilityFreight,2025,frtRail,frtRailRe,genLow,525.6
idaho,mobilityFreight,2030,frtRail,frtRailRe,genLow,1226.4
idaho,mobilityFreight,2035,frtRail,frtRailRe,genLow,2102.4
idaho,mobilityFreight,2040,frtRail,frtRailRe,genLow,6307.2
idaho,mobilityFreight,2045,frtRail,frtRailRe,genLow,8584.8
idaho,mobilityFreight,2050,frtRail,frtRailRe,genLow,11388
illinois,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
illinois,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
illinois,mobilityFreight,2025,frtRail,frtRailRe,genLow,4555.2
illinois,mobilityFreight,2030,frtRail,frtRailRe,genLow,10336.8
illinois,mobilityFreight,2035,frtRail,frtRailRe,genLow,16994.4
illinois,mobilityFreight,2040,frtRail,frtRailRe,genLow,50107.2
illinois,mobilityFreight,2045,frtRail,frtRailRe,genLow,68853.6
illinois,mobilityFreight,2050,frtRail,frtRailRe,genLow,90753.6
indiana,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
indiana,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
indiana,mobilityFreight,2025,frtRail,frtRailRe,genLow,1401.6
indiana,mobilityFreight,2030,frtRail,frtRailRe,genLow,3153.6
indiana,mobilityFreight,2035,frtRail,frtRailRe,genLow,5431.2
indiana,mobilityFreight,2040,frtRail,frtRailRe,genLow,16118.4
indiana,mobilityFreight,2045,frtRail,frtRailRe,genLow,22425.6
indiana,mobilityFreight,2050,frtRail,frtRailRe,genLow,29258.4
iowa,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
iowa,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
iowa,mobilityFreight,2025,frtRail,frtRailRe,genLow,2102.4
iowa,mobilityFreight,2030,frtRail,frtRailRe,genLow,4730.4
iowa,mobilityFreight,2035,frtRail,frtRailRe,genLow,7884
iowa,mobilityFreight,2040,frtRail,frtRailRe,genLow,23476.8
iowa,mobilityFreight,2045,frtRail,frtRailRe,genLow,32412
iowa,mobilityFreight,2050,frtRail,frtRailRe,genLow,42573.6
kansas,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
kansas,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
kansas,mobilityFreight,2025,frtRail,frtRailRe,genLow,1401.6
kansas,mobilityFreight,2030,frtRail,frtRailRe,genLow,3504
kansas,mobilityFreight,2035,frtRail,frtRailRe,genLow,5781.6
kansas,mobilityFreight,2040,frtRail,frtRailRe,genLow,16994.4
kansas,mobilityFreight,2045,frtRail,frtRailRe,genLow,23301.6
kansas,mobilityFreight,2050,frtRail,frtRailRe,genLow,30835.2
kentucky,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
kentucky,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
kentucky,mobilityFreight,2025,frtRail,frtRailRe,genLow,1401.6
kentucky,mobilityFreight,2030,frtRail,frtRailRe,genLow,3153.6
kentucky,mobilityFreight,2035,frtRail,frtRailRe,genLow,5256
kentucky,mobilityFreight,2040,frtRail,frtRailRe,genLow,15768
kentucky,mobilityFreight,2045,frtRail,frtRailRe,genLow,21724.8
kentucky,mobilityFreight,2050,frtRail,frtRailRe,genLow,28732.8
louisiana,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
louisiana,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
louisiana,mobilityFreight,2025,frtRail,frtRailRe,genLow,2978.4
louisiana,mobilityFreight,2030,frtRail,frtRailRe,genLow,6832.8
louisiana,mobilityFreight,2035,frtRail,frtRailRe,genLow,11212.8
louisiana,mobilityFreight,2040,frtRail,frtRailRe,genLow,32937.6
louisiana,mobilityFreight,2045,frtRail,frtRailRe,genLow,45201.6
louisiana,mobilityFreight,2050,frtRail,frtRailRe,genLow,59743.2
maine,mobilityFreight,2015,frtRail,frtRailRe,genLow,0
maine,mobilityFreight,2020,frtRail,frtRailRe,genLow,0
maine,mobilityFreight,2025,frtRail,frtRailRe,genLow,0
maine,mobilityFreight,2030,frtRail,frtRailRe,genLow,175.2
maine,mobilityFreight,2035,frtRail,frtRailRe,genLow,175.2
maine,mobilityFreight,2040,frtRail,frtRailRe,genLow,876
maine,mobilityFreight,2045,frtRail,frtRailRe,genLow,1226.4
